ngsamdmixgroup1	ngsadmixgroup2	Name	Location	Type	plate	PC1	PC2	PC3	PC4
0.670036303626212	0.329963696373789	CZH9	CZ	H	2	0.02387719303719	0.0877368616025157	0.0443596581018307	-0.0234324036725619
1e-09	0.999999999	CZP1	CZ	P	2	-0.0646930959321537	0.151334303646395	-0.00961804785166242	0.0442716264319574
1e-09	0.999999999	CZP2	CZ	P	2	-0.0663655647644663	0.148354034041527	-0.000972017632960586	0.0507741898098863
1e-09	0.999999999	CZP3	CZ	P	2	-0.0684233569283395	0.172031863610819	-0.00619089253519745	0.05486848397016
1e-09	0.999999999	CZP4	CZ	P	2	-0.0660801583303414	0.158441095707809	0.00468726226056176	0.0472270810700419
1e-09	0.999999999	CZP5	CZ	P	2	-0.0661491681032298	0.143119865991444	0.00296468759715089	0.0555203188558158
1e-09	0.999999999	CZP6	CZ	P	2	-0.0725622919766835	0.178973157609231	-0.00269365989402026	0.0586435171736817
1e-09	0.999999999	CZP7	CZ	P	2	-0.0644630137040256	0.164676951360747	-0.0160656974250508	0.0301123516610049
1e-09	0.999999999	CZP8	CZ	P	2	-0.0650096098547375	0.160146822653606	-0.0102671144026976	0.0377108044827464
1e-09	0.999999999	CZP9	CZ	P	2	-0.0689345829871092	0.154776777590948	0.00255697104895835	0.059209608795569
1e-09	0.999999999	D20-0	D20	P	2	-0.0852837159769951	-0.0739746061577338	-0.0423977863843496	-0.0628390146665506
1e-09	0.999999999	D20-2	D20	P	2	-0.082046988980076	-0.0619670579885774	-0.0352490591670037	-0.0651942376209205
1e-09	0.999999999	D23-3	D23	P	2	-0.0671494833894831	-0.0083247799742551	-0.0329666488123298	-0.050896818222218
1e-09	0.999999999	D23-5	D23	P	2	-0.0742711551682232	-0.0442153151452266	-0.0174803861496789	-0.0836837355912649
1e-09	0.999999999	D26-2	D26	P	2	-0.0763042458296508	-0.0550646953475448	-0.0137678907965737	-0.04683578530206
1e-09	0.999999999	D26-4	D26	P	2	-0.0789343251624679	-0.055781554382737	0.00742861745060592	-0.0429520269460044
0.0366765611428364	0.963323438857164	D28-5	D28	P	2	-0.0602931705092069	0.108333279198821	-0.00184126857574211	0.0220862387751933
0.0257166732898775	0.974283326710123	D28-9	D28	P	2	-0.0589779347034823	0.100783059866385	-0.00859271363479155	0.00558625523180425
0.999999999	1e-09	DIA13	DIA	A	2	0.0935691637497295	-0.0135276142112033	0.0202311718295379	-0.00450939477119956
0.999999999	1e-09	DIA34	DIA	A	2	0.0934391013602381	-0.0106087716798218	0.0304231289722368	-0.0122484683668447
0.999999999	1e-09	DIA37	DIA	A	2	0.0934414860089056	-0.0114322590864845	0.0181166463422072	-0.0132332262825722
0.999999999	1e-09	DIA44	DIA	A	2	0.0882959215526709	-0.00785383704832511	0.0248357789905809	-0.0199609565141546
0.999999999	1e-09	DIA6	DIA	A	2	0.0933658768347721	-0.00690423280099265	0.0258818145530799	-0.0153384762682888
0.999999999	1e-09	RCU18	RCU	A	2	0.0874878363314157	-0.0114360509673363	0.0129094037269094	-0.000815797671706804
0.999999999	1e-09	RCU33	RCU	A	2	0.0882107746503558	-0.0145558364618499	0.00856448660508198	0.0139204999572717
0.999999999	1e-09	RCU37	RCU	A	2	0.0850283604664688	-0.00850759463572613	0.0198584750025488	9.73643698103724e-05
0.994784993947157	0.00521500605284248	RCU43	RCU	A	2	0.0869695127720091	-0.00425411088797418	0.0164456450513419	0.00376002919505433
0.994101616751154	0.00589838324884611	RCU9	RCU	A	2	0.0887861750199275	-0.0166304039380949	0.0115001644545325	0.0196174731948894
0.999999999	1e-09	WINI6	WIN	A	2	0.101760699285432	-0.0168545511495902	0.0482754016851642	0.114859142070464
0.999999999	1e-09	WINIA1	WIN	A	1	0.097662649737839	-0.0206699149925192	0.0383240596341733	0.112165466502837
0.999999999	1e-09	WINIA2	WIN	A	1	0.0966404379509275	-0.0158814339565218	0.0472314720307628	0.0860393036862408
0.999999999	1e-09	WINIA3	WIN	A	1	0.0983246118718154	-0.0112967043352753	0.0644752888042987	0.0650803506171099
0.999999999	1e-09	WINIA4	WIN	A	1	0.100495261639098	-0.0137395184293079	0.0479377173504176	0.0981047217981727
0.999999999	1e-09	WINIA5	WIN	A	1	0.100300600155304	-0.014807906173971	0.0473055026177375	0.107857427960134
0.999999999	1e-09	WINIA7	WIN	A	2	0.0995162098771833	-0.0196229413067967	0.04127622530404	0.098151297263889
0.999999999	1e-09	WINIA8	WIN	A	2	0.098838766206711	-0.01600628363409	0.0421900808202592	0.115249508049973
0.999999999	1e-09	WINIA9	WIN	A	2	0.0995545114430318	-0.0115907937068866	0.0625447015618564	0.0789045843744625
0.417887735975035	0.582112264024965	WINIH1	WIN	H	2	-0.0096439521535482	-0.0677286974183538	0.139318533870482	0.0955770514279436
1e-09	0.999999999	WINIP10	WIN	P	2	-0.0844230523950396	-0.100346440832051	0.142072380192758	0.155274840429788
1e-09	0.999999999	WINIP1	WIN	P	2	-0.095886428146859	-0.124542754432469	0.170397289002886	0.191386127737147
1e-09	0.999999999	WINIP2	WIN	P	2	-0.0873349303436648	-0.0962990243646021	0.0867084067872308	0.103465898716385
1e-09	0.999999999	WINIP3	WIN	P	2	-0.0906411966801447	-0.110524079116087	0.114459146760443	0.131031805034068
1e-09	0.999999999	WINIP4	WIN	P	2	-0.0908703742562419	-0.107032760840571	0.12256299916204	0.142312523550975
1e-09	0.999999999	WINIP5	WIN	P	2	-0.0967145736735783	-0.106750158654126	0.109176625977247	0.140342132547411
1e-09	0.999999999	WINIP6	WIN	P	2	-0.0947039135744042	-0.116077745478997	0.136088658909098	0.153673670832871
1e-09	0.999999999	WINIP7	WIN	P	2	-0.0973113444008966	-0.128807765038993	0.183181249428081	0.217749205734656
1e-09	0.999999999	WINIP8	WIN	P	2	-0.0949485916422377	-0.112577092811854	0.155328181955191	0.160196149632371
1e-09	0.999999999	WINIP9	WIN	P	2	-0.0970915142400713	-0.116416708767119	0.142903332646845	0.159960457991015
